item_id_A,item_id_B
2067131,948037
2067133,948041
2067143,91699
2067165,91936
2067167,93174
2067179,104782
2067187,99553
2067196,100954
2067198,96852
2067199,91945
2067230,94923
2067257,100848
2067263,98576
2067275,103912
2067283,101515
2067291,953363
2067293,95704
2067294,100954
2067295,101456
2067297,104078
2067300,105382
2067301,1084145
2067313,953254
2067315,104679
2067328,104524
2067329,103576
2067397,99321
2067404,102995
2067410,96209
2067435,952799
2067444,100729
2067489,97053
2067492,101810
2067498,96842
2067507,1086568
2067511,1086569
2067512,103874
2067515,93535
2067520,95411
2067521,954304
2067522,101926
2067527,103735
2067532,100849
2067555,105931
2067558,98794
2067560,953117
2067591,98776
2067592,98126
2067594,103735
2067607,102668
2067609,96987
2067613,102779
2067616,96116
2067628,101154
2067635,1091043
2067647,956340
2067657,99415
2067658,104436
2067663,101104
2067667,104839
2067673,103545
2067674,97004
2067683,104524
2067698,103735
2067720,102526
2067723,952380
2067724,102518
2067729,102174
2067742,104822
2067746,105616
2067754,1084059
2067757,102571
2067758,96360
2067762,97004
2067764,99275
2067765,100363
2067766,953570
2067771,101782
2067776,99240
2067777,99276
2067780,101778
2067781,105100
2067788,99691
2067790,100710
2067791,96116
2067792,96642
2067793,953325
2067812,104645
2067821,104664
2067854,96553
2067865,953242
2067867,101715
2067871,2011600
2067875,102235
2067879,101139
2067881,95744
2067891,93311
2067899,952643
2067905,100863
2067911,95477
2067919,95346
2067951,100405
2067955,104543
2067956,96560
2067958,103131
2067961,98873
2067963,1084131
2067964,105521
2067989,103072
2068027,96260
2068036,97244
2068038,104844
2068050,96968
2068080,105669
2068103,1867861
2068114,94472
2068136,93971
2068142,93433
2068148,93164
2068151,92326
2068166,1884168
2068168,92918
2068177,1163173
2068180,1163174
2068185,92423
2068191,1088479
2068198,954014
2068202,98980
2068210,102971
2068213,1086659
2068228,1162328
2068239,1162331
2068242,108328
2068245,2034428
2068264,106000
2068266,102156
2068280,101909
2068299,2157018
2068306,101451
2068311,98092
2068312,958605
2068316,98256
2068320,98092
2068328,94992
2068329,95007
2068331,93478
2068346,95484
2068363,92364
2068383,97305
2068385,101015
2068423,94572
2068434,103659
2068439,93000
2068442,101776
2068497,98041
2068504,99956
2068552,106043
2068558,97793
2068559,93260
2068565,93750
2068569,101968
2068571,96638
2068574,94189
2068581,954282
2068584,96982
2068605,93852
2068606,1090399
2068607,93946
2068624,94994
2068625,954032
2068634,98716
2068636,954841
2068644,1088981
2068646,1145525
2068648,955051
2068650,92385
2068659,95343
2068670,94776
2068671,92209
2068674,104860
2068678,954533
2068697,93086
2068699,954528
2068700,2011567
2068701,92078
2068703,92540
2068707,92465
2068708,93415
2068710,93051
2068735,100027
2068737,104957
2068743,98620
2068746,92361
2068749,93257
2068750,95285
2068752,92534
2068753,94735
2068757,953320
2068758,93089
2068769,89100
2068777,105381
2068783,97985
2068790,98438
2068794,96479
2068798,2682558
2068802,2682557
2068807,952480
2068809,1726452
2068817,100931
2068824,96157
2068825,96394
2068827,103808
2068828,105211
2068838,951769
2068862,1163128
2068870,105391
2068871,97433
2068875,102455
2068876,2129899
2068878,104228
2068881,103535
2068882,97655
2068893,94805
2068900,93493
2068901,93676
2068905,100524
2068911,1089605
2068913,103785
2068923,100408
2068943,101468
2068950,94926
2068961,954125
2068962,97331
2068965,87616
2068973,103276
2068978,92052
2068986,954906
2068989,954914
2068990,92533
2068997,93078
2069003,955012
2069010,92704
2069011,88233
2069019,95223
2069020,2027755
2069052,97585
2069067,953215
2069076,96126
2069091,102149
2069124,96085
2069130,953091
2069135,110919
2069151,102124
2069160,955233
2069161,102484
2069162,102451
2069170,951891
2069171,1089316
2069179,92821
2069183,93103
2069191,93105
2069192,93228
2069194,93597
2069206,103833
2069207,102528
2069210,105737
2069229,98495
2069255,2045631
2069264,1162331
2069269,97632
2069274,103502
2069294,105605
2069298,952972
2069304,101855
2069309,104757
2069316,96110
2069329,100377
2069338,101881
2069341,1091840
2069346,104471
2069354,99076
2069358,88146
2069368,102019
2069380,104638
2069382,105928
2069386,96216
2069396,91783
2069409,102324
2069411,97817
2069420,88072
2069425,953861
2069429,956429
2069433,105963
2069435,1089334
2069437,93692
2069442,102339
2069488,98410
2069512,2029248
2069513,2143986
2069520,952126
2069525,2030594
2069530,2048701
2069538,98600
2069545,98410
2069548,953135
2069549,1953517
2069558,2008642
2069560,2157097
2069561,1952569
2069572,99416
2069591,1703516
2069622,104787
2069632,1145521
2069633,1087581
2069643,953489
2069652,2034256
2069655,1145520
2069667,951737
2069670,2682595
2069676,951737
2069681,2685843
2069685,97595
2069692,99426
2069703,87984
2069707,87871
2069711,1084199
2069761,954023
2069769,101842
2069782,96417
2069830,91701
2069834,103527
2069845,92816
2069898,103422
2069913,98431
2069949,111664
2069963,98096
2069982,102901
2069992,1086853
2069999,953894
2070013,104389
2070024,99020
2070051,99386
2070057,104389
2070062,104770
2070069,953893
2070072,103070
2070073,953527
2070086,94751
2070088,954200
2070090,954125
2070097,954202
2070102,954348
2070104,1864023
2070107,1864024
2070110,954145
2070114,2028210
2070119,1864022
2070138,95234
2070148,95249
2070167,94502
2070176,93387
2070177,953963
2070179,94624
2070181,94628
2070183,93603
2070189,93316
2070200,94334
2070233,94563
2070239,95125
2070241,93314
2070243,93321
2070247,94967
2070248,1953511
2070260,95337
2070261,1703514
2070265,2011596
2070266,95330
2070270,94129
2070275,94040
2070278,93586
2070280,94042
2070282,954436
2070290,1087827
2070305,1088194
2070308,1086719
2070310,92345
2070311,91848
2070313,92084
2070316,91953
2070317,91792
2070319,954951
2070323,91740
2070328,92347
2070330,92538
2070332,91883
2070334,91698
2070350,2685984
2070352,93022
2070353,92134
2070358,1087549
2070361,954931
2070373,91725
2070374,1703249
2070376,91939
2070385,106445
2070399,958126
2070400,98325
2070407,104321
2070473,91963
2070475,954692
2070476,93084
2070500,113862
2070511,111594
2070525,958603
2070542,1892295
2070556,950124
2070570,102289
2070571,1091998
2070573,96768
2070594,98641
2070618,100703
2070621,112042
2070630,101566
2070651,99111
2070652,953853
2070659,96305
2070661,2683666
2070662,2683631
2070676,2683927
2070683,2683978
2070688,954632
2070691,98389
2070692,92827
2070694,1091087
2070700,95593
2070702,92788
2070703,954720
2070717,1091088
2070720,102946
2070722,99796
2070726,103334
2070760,952498
2070766,92836
2070789,952411
2070791,1089978
2070800,952625
2070823,958500
2070824,958153
2070829,2683839
2070830,958496
2070871,95766
2070874,958501
2070878,955011
2070884,954868
2070887,92435
2070888,954850
2070893,104946
2070933,1703643
2070948,97636
2070951,98561
2071004,102809
2071018,96848
2071025,1087813
2071042,105457
2071062,101718
2071079,1703225
2071081,951772
2071084,102836
2071086,101279
2071089,958115
2071113,97048
2071122,951862
2071132,98475
2071133,1087811
2071136,102678
2071137,2683906
2071145,951886
2071148,100389
2071202,1884007
2071205,958523
2071206,951886
2071238,954924
2071242,103120
2071243,95913
2071263,2682159
2071281,96989
2071283,100954
2071295,96999
2071297,97025
2071301,96957
2071310,100862
2071317,1088180
2071327,2037282
2071330,96157
2071336,953657
2071343,99511
2071344,953819
2071360,953092
2071370,102353
2071371,953953
2071373,951755
2071376,95434
2071387,1087580
2071405,95441
2071406,95508
2071410,96313
2071411,98044
2071412,95445
2071419,95477
2071421,95441
2071425,98649
2071432,1891164
2071433,2682175
2071434,100534
2071459,95570
2071462,1083176
2071481,1170889
2071489,103290
2071492,953312
2071493,1952580
2071495,101888
2071500,99954
2071501,99049
2071504,953606
2071509,2685844
2071512,1170890
2071514,102589
2071522,99447
2071529,1090771
2071535,1090769
2071538,1090770
2071545,952374
2071552,1952592
2071556,97323
2071557,1953950
2071559,97322
2071563,1953951
2071572,104497
2071577,95553
2071594,100954
2071597,98909
2071600,98650
2071611,101939
2071625,100894
2071634,103615
2071648,1091022
2071697,953202
2071699,952615
2071713,104593
2071717,105469
2071730,105824
2071748,953245
2071847,953937
2071871,105262
2071874,101720
2071876,104916
2071912,103992
2071915,96899
2071916,105401
2071922,2031060
2071929,97220
2071934,103307
2071948,101899
2071950,104852
2071953,99508
2071960,1086573
2071975,102501
2071999,105846
2072002,2029579
2072007,953322
2072032,98043
2072044,105421
2072045,97348
2072048,97003
2072050,105302
2072051,103113
2072054,104277
2072071,105007
2072073,951890
2072074,953533
2072075,96805
2072097,2021660
2072100,108405
2072138,1091211
2072160,948796
2072163,110253
2072166,950461
2072190,115286
2072271,949271
2072276,2048711
2072289,108859
2072297,953343
2072299,952100
2072303,101998
2072312,113580
2072339,1884124
2072370,111085
2072372,107863
2072413,1089707
2072431,110479
2072446,957969
2072448,1084309
2072474,948373
2072486,950934
2072488,110997
2072492,113580
2072506,2684868
2072511,950752
2072582,104555
2072734,115182
2072746,1884129
2072773,112120
2072782,108179
2072784,950966
2072787,108568
2072789,114603
2072799,108558
2072803,115638
2072810,109779
2072829,107097
2072837,107831
2072852,115182
2072866,107658
2072872,110762
2072880,109783
2072882,110692
2072884,110443
2072906,106071
2072931,109783
2072946,106455
2072961,2015019
2072969,108116
2072979,113544
2072988,948759
2072992,949714
2072994,115163
2073014,107359
2073017,114608
2073021,948753
2073195,101226
2073240,99345
2073259,97629
2073262,97631
2073264,98623
2073266,97312
2073272,100489
2073309,102485
2073310,952533
2073312,96439
2073318,99605
2073331,103569
2073334,99634
2073341,104286
2073345,96486
2073364,103010
2073367,96284
2073371,104726
2073411,948951
2073554,108016
2073632,106609
2073667,951241
2073670,948989
2073884,108095
2073904,949359
2073964,106511
2073971,1166340
2073989,949613
2074000,115414
2074027,2685684
2074065,115317
2074076,112865
2074105,110830
2074133,2147683
2074151,113437
2074152,113524
2074156,949106
2074182,1884140
2074183,106288
2074186,113599
2074208,2157088
2074214,113955
2074218,110072
2074219,111633
2074221,108798
2074227,2683826
2074228,2683826
2074229,109547
2074230,949303
2074250,108808
2074258,950952
2074260,113955
2074263,109723
2074264,109466
2074271,112533
2074276,108577
2074280,950959
2074286,107605
2074307,106267
2074322,948262
2074336,1091132
2074338,950478
2074340,949555
2074359,1864043
2074360,1895157
2074407,107478
2074468,951168
2074471,948303
2074475,951491
2074503,115094
2074505,113449
2074531,114348
2074538,115062
2074539,2034550
2074548,95765
2074551,96268
2074553,89052
2074567,2685838
2074572,949177
2074574,110154
2074577,952251
2074578,952251
2074584,1089630
2074600,953148
2074646,98046
2074652,1083207
2074655,1089439
2074656,1089430
2074666,101930
2074669,1089593
2074670,96006
2074678,953034
2074706,101524
2074708,952318
2074713,1086029
2074724,1703389
2074733,98826
2074757,1090307
2074763,99686
2074765,105252
2074794,103270
2074796,1722460
2074801,1086659
2074839,105083
2074852,96465
2074854,101879
2074862,2038150
2074885,1085971
2074886,96398
2074888,96332
2074889,105997
2074918,958517
2074923,101022
2074926,100943
2074932,102594
2074933,105707
2074937,96035
2074951,101376
2074987,104719
2074991,102916
2074998,98196
2075004,1090923
2075037,1083433
2075038,95424
2075040,102128
2075041,93336
2075046,101631
2075055,2133785
2075056,1084078
2075057,1085979
2075060,104107
2075064,103371
2075072,98043
2075076,97329
2075077,952437
2075078,102371
2075095,113113
2075097,108256
2075098,108413
2075099,108431
2075106,1090093
2075107,108405
2075133,1089555
2075144,109342
2075148,1092070
2075160,107101
2075165,102528
2075203,950891
2075229,951506
2075232,112278
2075234,111104
2075634,2047438
2075670,97212
2075676,98018
2075711,102867
2075741,104286
2075787,100597
2075790,98622
2075795,98637
2075826,113748
2075843,109824
2075992,114314
2076009,109357
2076011,109357
2076019,106367
2076149,111774
2076151,107052
2076153,2685435
2076155,2685435
2076180,949314
2076187,2685081
2076191,115677
2076192,2685525
2076196,112194
2076214,114339
2076227,949101
2076229,949712
2076234,115247
2076242,1090264
2076275,111659
2076277,111659
2076283,114546
2076312,109494
2076336,108829
2076337,114888
2076359,2683735
2076361,2685437
2076362,2685564
2076383,1091291
2076391,950573
2076409,106086
2076410,950303
2076411,949191
2076423,114348
2076425,110926
2076466,949276
2076470,1088558
2076472,109059
2076485,1088555
2076496,106639
2076517,949156
2076528,113517
2076533,114198
2076538,106638
2076539,111128
2076563,949265
2076565,115581
2076568,113728
2076573,109086
2076600,2682363
2076604,111998
2076646,111230
2076655,100927
2076661,952212
2076662,103804
2076666,103762
2076687,95237
2076736,100829
2076750,101179
2076754,956220
2076770,2027766
2076773,958158
2076780,113719
2076808,103317
2076824,105148
2076827,2683842
2076832,1890176
2076836,952708
2076869,92271
2076891,1092034
2076895,1087149
2076913,2029807
2076918,1087099
2076925,2028444
2076926,1087302
2076934,1087111
2076936,2015007
2076948,1084471
2076955,2683920
2076975,2684667
2076977,95867
2076978,2143976
2077002,93596
2077008,100990
2077012,102652
2077014,103174
2077015,101313
2077016,953728
2077019,98233
2077021,103174
2077023,103310
2077028,1091531
2077037,953959
2077047,93727
2077107,91345
2077120,1083210
2077126,2684666
2077129,95339
2077131,94464
2077139,91854
2077144,2044191
2077147,2684483
2077156,100289
2077159,96888
2077161,96824
2077174,1088170
2077176,95000
2077177,1086664
2077185,101307
2077189,92997
2077193,1146381
2077205,93696
2077208,1094217
2077210,1094956
2077257,92355
2077260,101861
2077265,106101
2077306,92792
2077309,88216
2077312,1163194
2077330,105359
2077331,2021658
2077335,99691
2077350,1087707
2077351,101772
2077371,954688
2077373,2015955
2077380,1090235
2077381,954635
2077382,2157097
2077383,2029248
2077386,98826
2077393,95537
2077407,95055
2077410,93813
2077423,87871
2077437,1087128
2077443,1084711
2077452,1087285
2077453,1087203
2077472,99674
2077496,97071
2077510,114518
2077528,97495
2077533,98252
2077555,953177
2077571,1084583
2077615,1090303
2077634,96933
2077643,100899
2077646,1726440
2077666,101841
2077675,2014973
2077683,1087367
2077689,1086930
2077693,1087056
2077700,953586
2077701,1086900
2077702,958137
2077719,96694
2077732,2014987
2077734,1087093
2077744,1085978
2077747,954644
2077748,1085978
2077757,954605
2077759,954644
2077768,2683921
2077775,93557
2077786,96582
2077790,97640
2077795,1883971
2077796,953530
2077799,105865
2077807,104123
2077808,1086847
2077809,105019
2077811,1884030
2077815,1884031
2077823,1090651
2077829,95093
2077830,94750
2077831,93722
2077841,94024
2077843,2035757
2077855,94498
2077869,1884029
2077886,1170884
2077887,92439
2077889,954678
2077891,954708
2077893,93024
2077896,954816
2077905,101159
2077944,103328
2078002,1719981
2078008,96041
2078013,1703236
2078019,97780
2078025,102183
2078028,1894590
2078040,1091810
2078041,952228
2078063,101304
2078084,954496
2078088,952481
2078090,105076
2078112,2685831
2078149,95460
2078168,105823
2078182,2029580
2078185,102616
2078194,952740
2078196,104510
2078199,115042
2078279,951179
2078297,114176
2078300,113716
2078303,113698
2078305,111202
2078312,1090970
2078391,948758
2078396,115632
2078491,103879
2078492,103879
2078579,99295
2078609,98783
2078610,98783
2078659,1083345
2078765,1083250
2078767,1083250
2078840,97888
2078877,100258
2078902,101654
2078908,98851
2078912,98623
2078953,104185
2079254,952348
2079282,101342
2079285,100450
2079289,100450
2079291,1170888
2079293,100458
2079332,102697
2079351,97312
2079385,104181
2079418,100317
2079428,1083287
2079433,103702
2079445,99855
2079648,109509
2079722,108038
2079755,111758
2079788,2683947
2079791,109547
2079793,109620
2079815,2683653
2079848,108389
2079858,951274
2079861,106169
2079863,1088560
2079878,107160
2079896,114631
2079905,950529
2079907,113606
2079908,950529
2079909,950766
2079932,113176
2079933,107399
2079935,950344
2079942,950960
2079995,106921
2080008,112986
2080009,949244
2080019,950548
2080020,949236
2080032,112896
2080033,112896
2080038,108212
2080045,108929
2080054,112316
2080061,112896
2080062,112426
2080074,112859
2080104,108929
2080107,949235
2080121,948481
2080148,109078
2080153,949276
2080158,949265
2080166,949265
2080177,949276
2080178,949276
2080188,114125
2080197,1090498
2080198,949276
2080213,949276
2080221,112686
2080225,106042
2080231,949265
2080237,949276
2080240,949265
2080241,106070
2080256,949265
2080261,2038571
2080263,111058
2080288,1088613
2080325,108571
2080353,114864
2080359,114125
2080361,114125
2080387,948303
2080389,109725
2080454,1088659
2080584,107187
2080610,112896
2080629,115062
2080635,114783
2080636,108398
2080637,112746
2080681,952532
2080684,1084795
2080694,956482
2080697,88188
2080716,111745
2080719,2156675
2080742,952872
2080756,1089583
2080765,87880
2080794,1086494
2080815,102210
2080821,101623
2080833,97459
2080847,103299
2080848,103772
2080881,93004
2080885,103925
2080886,97459
2080900,92470
2080912,954869
2080916,1088173
2080927,92630
2080929,1864960
2080956,100079
2080962,100805
2080965,100804
2080979,1084160
2081001,955783
2081075,955410
2081165,89450
2081166,90833
2081177,89627
2081215,1091855
2081216,955262
2081263,90411
2081266,89386
2081303,2045363
2081350,954037
2081373,105042
2081384,96530
2081403,102276
2081405,2137889
2081414,97738
2081421,1084637
2081443,1087149
2081445,953080
2081448,99697
2081478,952260
2081479,2038575
2081504,1090515
2081556,96313
2081564,104203
2081568,101955
2081572,96213
2081582,1087793
2081691,103089
2081693,1090416
2081712,953586
2081719,98020
2081738,1091534
2081741,104103
2081748,102450
2081756,952557
2081786,98082
2081844,103828
2081873,101797
2081875,98187
2081884,95424
2081903,104756
2081930,101746
2081933,1084114
2081947,104947
2081952,1084078
2081958,98787
2081970,104864
2081975,104864
2081978,1086187
2081985,94938
2081992,95512
2081996,1092031
2082002,93719
2082009,98082
2082025,96776
2082043,94083
2082054,97021
2082058,94458
2082071,1086720
2082100,91767
2082104,2157482
2082105,92284
2082123,103444
2082130,103527
2082132,97848
2082143,954016
2082145,948952
2082149,92282
2082150,99560
2082151,101952
2082160,951836
2082162,953714
2082166,1090346
2082168,97671
2082174,952525
2082176,105142
2082184,1100246
2082187,2027763
2082189,100289
2082200,2028450
2082202,102859
2082208,104040
2082211,103013
2082212,952815
2082217,100093
2082222,97686
2082223,91724
2082231,94867
2082248,95429
2082253,105727
2082304,91665
2082308,91291
2082309,91447
2082311,89257
2082318,89688
2082323,89641
2082340,94998
2082362,105530
2082392,93367
2082394,91226
2082395,92427
2082414,89899
2082415,90483
2082418,89192
2082424,91172
2082430,91077
2082440,955661
2082441,89498
2082459,97767
2082500,103315
2082508,101584
2082516,102037
2082521,95048
2082537,90702
2082577,104573
2082581,88569
2082586,1086281
2082593,90636
2082597,1088179
2082599,98917
2082601,90625
2082609,91971
2082617,92676
2082624,101271
2082628,93278
2082646,103623
2082660,97627
2082664,96997
2082669,950266
2082673,113979
2082680,89337
2082687,90967
2082692,101443
2082709,93391
2082718,93876
2082721,90742
2082723,91031
2082737,98303
2082738,1086848
2082740,104522
2082747,90105
2082748,951792
2082769,99694
2082773,96273
2082781,99680
2082782,958549
2082789,97768
2082794,1087074
2082811,94698
2082814,1091088
2082832,91737
2082833,103880
2082835,101845
2082850,955058
2082851,1086590
2082852,954936
2082878,103674
2082893,948500
2082895,93214
2082952,101973
2082955,100289
2082965,103216
2082991,95561
2083033,1722465
2083059,2682225
2083170,953185
2083177,96011
2083182,951841
2083185,98467
2083189,104501
2083199,97319
2083208,98472
2083218,93876
2083243,103622
2083250,104938
2083257,98446
2083270,952481
2083299,98306
2083324,95451
2083330,952086
2083347,96187
2083366,95434
2083400,102367
2083401,1084136
2083410,105529
2083412,101050
2083414,105529
2083446,99215
2083472,104054
2083473,95540
2083513,951691
2083523,100576
2083525,1874500
2083544,2144431
2083550,97925
2083571,98787
2083579,95461
2083586,102434
2083595,95860
2083597,1894585
2083654,95441
2083659,91748
2083682,102393
2083689,96378
2083696,95691
2083698,104685
2083703,104380
2083723,2048709
2083725,108137
2083726,115450
2083727,111526
2083746,950773
2083773,108380
2083793,1090159
2083835,108983
2083890,109305
2083908,109036
2083913,109029
2083942,113258
2083943,948682
2083951,950514
2083965,1094231
2083969,1094231
2083971,1094231
2083972,108780
2083974,2017824
2083976,1884147
2083981,113463
2083995,111239
2084004,1090213
2084007,115197
2084008,1852816
2084019,1090080
2084021,1892294
2084032,106159
2084036,950564
2084040,114568
2084049,949261
2084056,950564
2084078,109261
2084088,115342
2084098,114032
2084104,957992
2084109,106205
2084113,106530
2084116,113631
2084126,1091120
2084127,115406
2084137,109633
2084140,957994
2084662,2683979
2084711,113774
2084713,109919
2084740,948560
2084754,112350
2084758,113774
2084765,113991
2084786,110588
2084788,1852816
2084790,114754
2084791,950413
2084793,115645
2084810,1865648
2084816,106248
2084817,108256
2084818,1090098
2084821,109441
2084827,2684847
2084829,950873
2084833,950908
2084834,113888
2084840,115602
2084841,113790
2084854,113665
2084870,952163
2084882,99630
2084896,96149
2084899,102877
2084917,952116
2084919,96528
2084939,105177
2084941,96816
2084942,105354
2084950,99344
2084952,100032
2085023,949208
2085026,115342
2085033,948992
2085055,115618
2085208,114437
2085227,114142
2085233,109400
2085235,2684718
2085340,107400
2085350,112606
2085366,114586
2085376,1870836
2085379,114373
2085391,107924
2085395,109500
2085421,114075
2085424,113309
2085444,108215
2085453,115259
2085464,108214
2085489,114167
2085505,115448
2085511,115578
2085520,1089943
2085523,110452
2085538,949568
2085539,110652
2085541,949587
2085552,112000
2085559,949632
2085564,106994
2085573,112003
2085650,948643
2085657,951333
2085662,115422
2085670,112874
2085675,112874
2085680,951333
2085691,112874
2085698,106475
2085709,115525
2085726,949104
2085728,1090322
2085734,112744
2085742,113322
2085748,948983
2085761,948983
2085768,112874
2085787,107280
2085794,1091407
2085838,113097
2085852,112604
2085868,114420
2085892,112870
2085900,112264
2085908,114144
2085914,110534
2085923,110543
2085924,115158
2085926,112263
2085927,115351
2085931,112589
2085940,115308
2085942,112246
2085943,950694
2085945,111589
2085947,109597
2085952,107291
2085953,115415
2085954,111514
2085960,109597
2085965,107335
2085971,114113
2085974,112246
2085975,2685496
2085976,114769
2086002,950514
2086034,107841
2086060,2682383
2086067,950296
2086083,115087
2086090,109443
2086092,107924
2086095,108214
2086102,112616
2086113,106686
2086119,950127
2086127,108074
2086130,109446
2086139,951244
2086144,108074
2086145,114075
2086146,107490
2086147,115259
2086148,114202
2086154,108216
2086159,950583
2086161,114320
2086166,950498
2086167,108214
2086179,115119
2086187,114678
2086256,112201
2086257,107139
2086261,111280
2086263,111280
2086295,948278
2086307,1722547
2086311,111447
2086312,113990
2086313,108205
2086383,114807
2086396,2683762
2086425,106505
2086483,108263
2086515,1091269
2086572,2028222
2086591,115062
2086614,948481
2086616,107248
2086617,112919
2086618,112919
2086624,959548
2086629,959548
2086636,106052
2086639,110812
2086652,115062
2086698,98857
2086709,93796
2086724,93632
2086733,106136
2086734,111086
2086787,1085919
2086788,94270
2086799,1084074
2086872,956482
2086881,115862
2086891,1084657
2086907,111086
2086908,101548
2086911,101549
2086925,96144
2086934,957319
2086939,89152
2086945,88906
2086949,88894
2086958,954923
2086979,89092
2087000,101535
2087020,2684158
2087028,955312
2087035,90655
2087037,2684207
2087040,90822
2087056,92893
2087059,1091439
2087062,97124
2087065,96472
2087073,101003
2087078,1086580
2087092,103619
2087105,92903
2087118,104255
2087128,97416
2087129,953333
2087254,92663
2087325,952207
2087326,97768
2087335,2038577
2087340,98153
2087391,100307
2087404,1084686
2087409,1084702
2087421,952980
2087422,1084605
2087430,88652
2087431,87716
2087446,93185
2087473,954893
2087485,954991
2087503,106155
2087568,956577
2087578,97056
2087587,95178
2087591,92259
2087605,100555
2087608,95811
2087617,98402
2087623,952080
2087628,97219
2087636,98797
2087639,95811
2087642,98402
2087646,100561
2087649,98035
2087651,105191
2087655,98801
2087681,953707
2087695,953961
2087696,97822
2087714,1090878
2087715,951839
2087726,103537
2087730,1090876
2087733,97846
2087739,97847
2087741,1087777
2087747,102405
2087751,1090348
2087753,101943
2087757,103330
2087759,2043595
2087976,1883984
2087982,89560
2088021,90485
2088073,955463
2088083,90566
2088177,89611
2088196,1090704
2088242,958343
2088266,90760
2088310,90731
2088339,2684416
2088357,90585
2088365,90692
2088366,90767
2088367,91021
2088370,2684305
2088389,955519
2088397,2684306
2088406,95133
2088423,93452
2088424,101983
2088432,954483
2088436,94933
2088439,1088961
2088440,1088962
2088442,94024
2088458,954946
2088476,95663
2088494,101624
2088497,95441
2088501,1094944
2088502,1870827
2088512,95950
2088523,94971
2088525,88387
2088544,99497
2088552,104125
2088563,103899
2088565,103894
2088571,100698
2088572,102450
2088597,104897
2088613,105257
2088649,95430
2088655,99124
2088658,95794
2088660,1092046
2088664,103951
2088680,103929
2088691,104078
2088705,95516
2088720,95832
2088730,100371
2088734,89289
2088742,102397
2088743,96075
2088750,104133
2088777,103640
2088778,97011
2088789,103689
2088800,87886
2088803,1091946
2088881,98326
2088904,105614
2088913,102082
2088915,2019979
2088928,951680
2088932,954897
2088941,104754
2088957,1086779
2088963,102507
2088965,103985
2088970,103985
2088991,93452
2088996,93630
2089001,94198
2089068,88800
2089085,100177
2089111,92218
2089112,104975
2089115,104398
2089122,104975
2089124,952589
2089126,105929
2089133,93000
2089136,93000
2089156,100565
2089163,1088860
2089174,100946
2089181,96151
2089209,95895
2089262,1083484
2089283,956403
2089292,88059
2089328,87811
2089339,1089991
2089378,1087404
2089381,99697
2089386,99962
2089397,100307
2089399,96786
2089400,100949
2089402,100565
2089425,1883970
2089426,96539
2089429,1883970
2089432,97165
2089476,113272
2089494,92892
2089496,2682514
2089576,104390
2089585,105665
2089618,1090580
2089621,948461
2089623,1094946
2089624,1090574
2089625,1090578
2089626,948462
2089631,1094946
2089639,105620
2089645,98131
2089677,1085163
2089681,1085162
2089682,957298
2089687,958590
2089690,97198
2089697,104387
2089703,103927
2089724,102025
2089735,104541
2089742,97346
2089746,103543
2089769,954699
2089783,105790
2089794,95778
2089801,98665
2089803,954632
2089824,1091096
2089850,1089483
2089868,1089531
2089876,1089528
2089919,92792
2089929,1090473
2089945,100563
2089992,2008103
2090001,96848
2090013,96896
2090035,103689
2090039,1091932
2090042,95556
2090076,97224
2090082,102503
2090119,115562
2090130,102527
2090132,99215
2090140,95447
2090158,104537
2090160,104497
2090164,98177
2090166,95484
2090169,1091038
2090180,101939
2090189,95539
2090209,98533
2090226,2011570
2090230,95369
2090231,2030609
2090249,93954
2090257,1866380
2090307,101490
2090315,87606
2090349,104368
2090350,107334
2090386,95477
2090400,95440
2090405,98038
2090409,106008
2090415,100921
2090467,111102
2090470,109881
2090473,109883
2090474,109306
2090478,106095
2090484,109592
2090502,106225
2090506,104040
2090621,110852
2090623,1892294
2090683,100041
2090922,100416
2090991,101654
2091005,100251
2091026,100280
2091027,100267
2091043,98563
2091054,952752
2091060,100317
2091281,113388
2091294,113330
2091298,109884
2091360,113743
2091486,108034
2091489,107177
2091490,1090262
2091498,1090269
2091501,112263
2091509,111299
2091512,109501
2091515,109501
2091522,106310
2091532,109316
2091581,114789
2091590,115077
2091607,950651
2091609,950651
2091620,113640
2091636,112923
2091641,948833
2091648,950766
2091684,112602
2091691,110386
2091692,950469
2091749,114541
2091760,106496
2091789,949961
2091815,950710
2091816,107872
2091829,950548
2091840,949961
2091891,108411
2091920,112432
2091949,107818
2092044,1088554
2092048,951088
2092049,951117
2092052,1882693
2092056,951088
2092058,951117
2092059,951086
2092098,112146
2092105,2685536
2092132,1719508
2092141,113728
2092151,950667
2092167,949331
2092174,111317
2092194,109541
2092236,950472
2092296,948631
2092306,114789
2092312,951083
2092353,950469
2092399,109109
2092418,106811
2092445,950469
2092463,950473
2092480,111762
2092487,950472
2092495,114767
2092497,2685138
2092504,114066
2092515,111314
2092534,950026
2092535,950469
2092553,949022
2092607,948489
2092643,948953
2092687,112166
2092688,114498
2092705,97510
2092712,955629
2092726,955630
2092730,955627
2092731,955631
2092733,955628
2092747,99259
2092750,99258
2092763,1084279
2092768,89044
2092819,102292
2092836,1083144
2092864,1084659
2092867,2014009
2092870,97047
2092880,96204
2092893,101550
2092900,1089643
2092902,99260
2092907,953759
2092909,953065
2092911,953290
2092912,99258
2092913,99256
2092976,98186
2092994,96204
2093013,96797
2093030,98186
2093032,97047
2093046,99146
2093047,102857
2093056,99984
2093063,104583
